Date,Open,High,Low,Close,Volume
29-Aug-14,214.56,215.00,212.10,212.52,3661517
28-Aug-14,215.00,215.74,213.77,214.60,2770864
27-Aug-14,217.12,217.53,215.29,217.13,2008895
26-Aug-14,216.49,218.00,216.18,216.73,1735994
25-Aug-14,217.20,217.32,215.85,216.02,1240814
22-Aug-14,216.20,216.95,215.30,216.09,1790785
21-Aug-14,216.50,216.97,215.71,215.75,1388127
20-Aug-14,214.58,216.44,214.43,216.20,1824247
19-Aug-14,214.75,215.69,214.13,215.00,2055029
18-Aug-14,211.49,214.43,211.27,214.32,2091356
15-Aug-14,212.89,213.32,209.93,210.19,2249862
14-Aug-14,212.09,212.59,211.31,212.52,1784195
13-Aug-14,210.95,212.10,210.46,211.43,1614513
12-Aug-14,210.09,211.20,209.45,210.30,1610504
11-Aug-14,211.04,211.22,210.03,210.58,2257358
8-Aug-14,208.88,210.55,208.21,210.46,2318163
7-Aug-14,211.18,211.45,208.60,209.04,2396629
6-Aug-14,209.98,211.38,209.81,210.69,1882116
5-Aug-14,211.50,212.39,209.17,210.54,2787805
4-Aug-14,212.85,213.17,211.52,212.16,2022251
1-Aug-14,209.87,213.06,209.78,211.81,3525127
31-Jul-14,213.27,213.36,211.01,211.01,3468877
30-Jul-14,213.49,214.79,213.45,214.06,2608880
29-Jul-14,214.40,215.71,213.33,213.50,2645366
28-Jul-14,214.42,214.96,213.12,214.22,2601312
25-Jul-14,214.10,216.70,211.34,214.77,6882568
24-Jul-14,223.39,223.85,221.83,222.74,2986894
23-Jul-14,221.49,222.54,220.68,221.20,2049724
22-Jul-14,220.92,222.59,220.61,221.26,1924780
21-Jul-14,219.53,220.13,218.51,219.22,1543832
18-Jul-14,219.18,221.89,218.92,220.20,2770898
17-Jul-14,221.94,222.00,217.83,217.88,2458060
16-Jul-14,222.94,223.16,221.08,222.67,2213522
15-Jul-14,221.67,224.75,220.90,221.78,2725504
14-Jul-14,218.75,222.36,217.65,221.03,3431253
11-Jul-14,215.95,217.04,214.37,217.00,1428980
10-Jul-14,213.80,216.89,212.68,215.54,2134176
9-Jul-14,215.50,216.28,214.51,216.16,1294542
8-Jul-14,216.77,216.89,213.15,215.26,3039516
7-Jul-14,216.43,217.55,215.64,216.74,1658637
3-Jul-14,215.31,217.00,215.10,216.51,1392910
2-Jul-14,214.88,215.49,214.25,214.84,1445167
1-Jul-14,211.95,215.35,211.83,214.25,2748821
30-Jun-14,208.66,211.74,208.50,210.71,2496418
27-Jun-14,208.10,209.90,207.86,209.28,3240324
26-Jun-14,209.83,209.86,207.56,208.96,2145152
25-Jun-14,207.31,210.49,207.31,209.06,2064135
24-Jun-14,209.27,210.59,207.38,207.79,3275418
23-Jun-14,209.00,209.81,208.18,209.47,3691306
20-Jun-14,211.52,212.12,209.10,209.49,4592910
19-Jun-14,211.47,212.16,208.02,210.32,3832829
18-Jun-14,210.45,211.25,209.03,211.25,2583192
17-Jun-14,210.14,211.92,209.90,210.81,1432129
16-Jun-14,210.88,210.99,209.97,210.24,1977324
13-Jun-14,211.87,212.07,210.85,211.29,1771301
12-Jun-14,212.39,213.17,211.23,211.77,1554511
11-Jun-14,212.99,213.91,212.12,212.68,1691861
10-Jun-14,213.00,214.78,212.75,214.25,1712913
9-Jun-14,213.49,213.99,211.63,212.58,1379109
6-Jun-14,212.53,213.40,211.61,213.00,2500729
5-Jun-14,212.12,212.50,210.62,212.22,1649403
4-Jun-14,211.16,211.43,209.45,211.43,3150323
3-Jun-14,213.03,213.23,210.80,211.32,2252974
2-Jun-14,215.37,215.69,212.84,213.52,1595925
30-May-14,215.88,215.95,213.33,214.83,1535676
29-May-14,214.00,214.69,213.50,214.67,1315083
28-May-14,214.50,214.50,213.00,213.80,1805820
27-May-14,212.99,214.52,212.82,214.50,2419383
23-May-14,209.99,212.27,209.70,212.07,2782013
22-May-14,210.13,210.28,208.70,209.37,4217504
21-May-14,208.85,210.67,208.59,210.10,2274146
20-May-14,210.32,210.32,207.40,207.92,2188195
19-May-14,209.38,210.98,208.85,210.36,1759928
16-May-14,207.59,210.09,207.59,209.81,3070977
15-May-14,209.00,209.69,206.42,207.45,3174507
14-May-14,211.20,211.88,209.86,209.86,1713197
13-May-14,211.99,212.69,211.40,212.06,1784388
12-May-14,211.08,212.48,211.03,211.70,2183204
9-May-14,210.18,210.87,208.15,210.81,2948890
8-May-14,208.93,212.10,208.61,210.90,3653427
7-May-14,207.01,209.00,204.44,208.70,3683365
6-May-14,206.70,207.02,205.20,205.36,2718277
5-May-14,203.75,207.88,203.00,207.13,3448684
2-May-14,205.74,207.10,204.00,204.42,2727322
1-May-14,204.10,207.31,203.36,206.09,3568283
30-Apr-14,202.26,203.64,201.90,202.61,3036660
29-Apr-14,201.89,204.05,201.79,202.67,3190306
28-Apr-14,199.50,201.93,199.01,201.42,6065772
25-Apr-14,200.00,203.80,198.56,198.93,9563105
24-Apr-14,209.80,210.50,207.59,209.40,3386759
23-Apr-14,210.30,210.30,208.00,208.82,2205759
22-Apr-14,209.34,210.58,208.53,209.97,2460067
21-Apr-14,208.98,209.50,208.39,209.13,2506020
17-Apr-14,210.34,211.54,207.95,207.95,3344857
16-Apr-14,207.00,209.56,205.48,209.36,3958178
15-Apr-14,203.84,204.94,199.17,204.05,4808283
14-Apr-14,199.80,201.95,198.01,201.01,5238274
11-Apr-14,199.23,200.00,194.84,196.63,7485162
10-Apr-14,208.26,209.07,200.15,201.55,5108084
9-Apr-14,204.58,207.78,202.62,207.54,4791507
8-Apr-14,202.82,205.92,202.00,202.59,5439104
7-Apr-14,206.78,207.44,201.02,203.41,10039900
4-Apr-14,215.57,215.71,205.75,207.70,6121013
3-Apr-14,215.79,216.28,213.38,215.01,3556947
2-Apr-14,214.78,216.50,213.37,214.66,2336184
1-Apr-14,217.08,218.16,214.55,214.70,2273006
31-Mar-14,212.79,215.86,211.67,215.86,2909821
28-Mar-14,214.48,216.34,210.52,212.09,3737461
27-Mar-14,214.89,216.17,213.05,215.77,2630982
26-Mar-14,219.95,220.19,215.68,215.68,2666839
25-Mar-14,222.19,223.04,218.40,218.40,2919592
24-Mar-14,225.39,226.23,219.10,220.75,4559003
21-Mar-14,222.97,232.67,219.70,223.37,9524424
20-Mar-14,224.12,224.12,220.91,221.82,2972672
19-Mar-14,226.61,227.09,222.00,223.82,1972208
18-Mar-14,224.60,226.77,223.25,226.41,2076207
17-Mar-14,221.99,223.88,221.38,223.78,2202450
14-Mar-14,220.62,221.92,218.56,220.77,3424071
13-Mar-14,226.66,227.49,220.43,220.78,2999134
12-Mar-14,226.12,227.68,225.29,226.10,2350149
11-Mar-14,225.95,228.39,224.63,227.18,2766346
10-Mar-14,225.51,226.37,224.72,225.50,1838808
7-Mar-14,224.95,225.73,223.54,225.56,2242896
6-Mar-14,223.76,226.07,223.32,223.86,2281490
5-Mar-14,225.62,225.80,222.30,222.81,2832473
4-Mar-14,225.15,225.97,222.58,225.50,3734769
3-Mar-14,223.24,224.04,219.59,221.44,4109541
28-Feb-14,226.47,227.99,220.70,225.94,3501744
27-Feb-14,226.19,227.80,225.60,226.28,2026726
26-Feb-14,227.23,227.90,225.26,226.11,2603392
25-Feb-14,226.19,228.43,225.49,227.11,2835437
24-Feb-14,223.73,227.43,223.46,226.19,2719816
21-Feb-14,223.73,224.67,222.98,223.36,2284399
20-Feb-14,224.16,224.97,222.59,223.46,2202646
19-Feb-14,225.87,227.79,223.68,223.88,2335558
18-Feb-14,226.48,228.48,225.62,226.06,3357231
14-Feb-14,224.27,226.24,223.51,226.00,3186387
13-Feb-14,222.85,224.75,222.46,224.05,3289745
12-Feb-14,223.44,224.90,222.89,224.17,3664080
11-Feb-14,221.13,222.89,220.05,222.33,2454467
10-Feb-14,221.89,222.13,219.99,220.55,2579609
7-Feb-14,220.19,222.00,218.46,221.78,3145104
6-Feb-14,216.08,219.01,215.78,219.01,3182212
5-Feb-14,213.24,216.74,213.12,215.61,3380902
4-Feb-14,214.16,215.88,211.38,214.54,3728861
