Date,Open,High,Low,Close,Volume
30-Jan-15,45.83,46.51,45.56,45.71,22768003
29-Jan-15,46.00,46.28,45.37,46.11,19161636
28-Jan-15,46.83,47.03,46.02,46.05,19575820
27-Jan-15,46.66,46.85,46.33,46.35,17008932
26-Jan-15,46.98,47.10,46.49,46.96,15064420
23-Jan-15,47.85,47.93,46.98,47.15,24317775
22-Jan-15,48.12,48.48,46.91,47.80,38451112
21-Jan-15,47.89,48.40,47.61,48.25,24880190
20-Jan-15,48.14,48.24,47.71,48.18,16460342
16-Jan-15,47.13,48.02,47.12,47.99,18050227
15-Jan-15,47.26,47.54,46.80,47.10,12475814
14-Jan-15,46.88,47.34,46.57,46.97,14795907
13-Jan-15,47.48,47.80,46.93,47.18,13072777
12-Jan-15,47.00,47.26,46.67,47.08,12730348
9-Jan-15,47.23,47.31,46.62,46.76,13037581
8-Jan-15,46.42,47.24,46.13,47.18,17617453
7-Jan-15,46.92,47.04,46.05,46.19,20793637
6-Jan-15,46.79,47.38,46.46,47.04,22950060
5-Jan-15,47.08,47.16,46.56,46.57,18964458
2-Jan-15,47.00,47.23,46.91,46.96,11421233
31-Dec-14,47.08,47.40,46.70,46.78,14029543
30-Dec-14,47.52,47.59,47.15,47.33,9989782
29-Dec-14,47.62,47.79,47.30,47.55,8878417
26-Dec-14,47.90,47.95,47.73,47.86,7038501
24-Dec-14,47.67,47.87,47.38,47.67,7842569
23-Dec-14,47.72,47.89,47.44,47.67,12254351
22-Dec-14,47.09,47.51,46.89,47.51,15302091
19-Dec-14,46.97,47.33,46.60,47.02,31316769
18-Dec-14,47.35,47.35,46.51,47.05,22898409
17-Dec-14,45.40,46.68,45.30,46.44,23696663
16-Dec-14,45.25,46.64,45.20,45.53,22157848
15-Dec-14,46.06,46.06,45.09,45.42,21712239
12-Dec-14,46.01,46.09,45.32,45.58,23769096
11-Dec-14,46.42,46.81,46.19,46.36,18376461
10-Dec-14,46.95,46.98,45.67,46.18,33700675
9-Dec-14,47.50,47.56,46.20,46.92,49742009
8-Dec-14,48.77,49.34,48.56,48.90,14386273
5-Dec-14,48.68,48.75,48.43,48.61,15512195
4-Dec-14,48.73,48.90,48.41,48.78,14648089
3-Dec-14,49.02,49.02,48.28,48.79,22429242
2-Dec-14,49.80,50.02,49.05,49.11,18141045
1-Dec-14,50.68,50.84,50.00,50.03,11949097
28-Nov-14,50.20,50.80,50.20,50.59,9524572
26-Nov-14,49.37,50.17,49.32,50.04,11962119
25-Nov-14,49.34,49.52,48.91,49.34,13837213
24-Nov-14,49.55,49.89,48.86,49.50,17759794
21-Nov-14,50.53,50.54,49.70,50.21,19979610
20-Nov-14,50.41,50.52,49.96,50.19,9856206
19-Nov-14,51.00,51.03,50.29,50.49,15773152
18-Nov-14,51.42,51.42,51.06,51.22,8995807
17-Nov-14,51.41,51.48,51.14,51.40,6887136
14-Nov-14,51.26,51.73,51.18,51.50,12742088
13-Nov-14,50.66,51.29,50.64,51.20,11267141
12-Nov-14,50.35,51.02,50.30,50.82,9888652
11-Nov-14,50.94,50.95,50.33,50.61,9168951
10-Nov-14,50.72,51.05,50.15,50.72,17367589
7-Nov-14,50.33,50.87,50.12,50.86,14008697
6-Nov-14,50.37,50.38,49.67,50.28,13293223
5-Nov-14,50.69,50.98,49.93,50.34,11064097
4-Nov-14,50.41,50.92,50.13,50.33,14041958
3-Nov-14,50.49,50.65,50.05,50.39,11575699
31-Oct-14,50.42,50.50,50.07,50.25,17778466
30-Oct-14,49.63,50.28,49.50,49.90,11979130
29-Oct-14,50.05,50.25,49.55,49.83,11724487
28-Oct-14,49.70,50.03,49.61,49.96,13254560
27-Oct-14,48.78,49.54,48.73,49.42,13089753
24-Oct-14,48.22,49.11,48.10,48.77,13549502
23-Oct-14,48.58,48.60,47.85,48.22,15039242
22-Oct-14,48.69,48.84,48.26,48.31,13315969
21-Oct-14,48.09,48.85,47.95,48.69,22564467
20-Oct-14,48.06,48.55,47.81,48.48,13047384
17-Oct-14,47.80,48.19,47.61,48.07,18086282
16-Oct-14,47.41,48.04,47.03,47.67,19075679
15-Oct-14,47.74,48.07,46.89,47.92,27895541
14-Oct-14,48.48,48.68,48.10,48.22,18526969
13-Oct-14,49.05,49.46,48.36,48.37,19600483
10-Oct-14,49.00,49.50,48.94,48.94,19412480
9-Oct-14,49.78,49.89,48.84,48.93,14909392
8-Oct-14,49.15,49.87,48.95,49.87,15516084
7-Oct-14,49.99,50.03,49.67,49.68,17252110
6-Oct-14,49.95,50.26,49.92,50.08,11034363
3-Oct-14,49.70,49.83,49.50,49.71,12073538
2-Oct-14,49.70,49.73,49.20,49.29,14430319
1-Oct-14,49.73,49.95,49.40,49.43,16816120
30-Sep-14,49.67,50.24,49.60,49.99,13068936
29-Sep-14,49.62,49.79,49.21,49.75,9218274
26-Sep-14,49.57,49.91,49.31,49.77,9036184
25-Sep-14,50.10,50.20,49.43,49.61,13665820
24-Sep-14,49.98,50.15,49.82,50.07,11488562
23-Sep-14,50.09,50.15,49.78,49.91,10614468
22-Sep-14,50.11,50.32,49.83,50.18,14728531
19-Sep-14,50.04,50.38,49.83,50.35,30872034
18-Sep-14,49.48,49.72,49.37,49.69,12464218
17-Sep-14,49.05,49.48,48.95,49.21,16319524
16-Sep-14,48.54,49.14,48.52,48.96,13801011
15-Sep-14,48.49,48.60,48.30,48.56,12452246
12-Sep-14,49.00,49.00,48.26,48.40,15362323
11-Sep-14,48.65,49.08,48.33,49.01,13199570
10-Sep-14,49.03,49.07,48.37,48.75,14370286
9-Sep-14,49.42,49.52,48.80,48.90,14611440
8-Sep-14,49.87,49.88,49.35,49.53,9006018
5-Sep-14,49.73,50.03,49.56,49.94,11927378
4-Sep-14,49.93,49.94,49.51,49.72,9473532
3-Sep-14,49.94,50.00,49.69,49.88,9100935
2-Sep-14,49.82,50.00,49.50,49.77,8726415
29-Aug-14,49.43,49.82,49.40,49.82,11260146
28-Aug-14,49.38,49.50,49.20,49.41,8026665
27-Aug-14,49.29,49.46,49.21,49.43,11500786
26-Aug-14,49.21,49.29,49.02,49.25,10367139
25-Aug-14,48.68,49.16,48.68,49.15,9914242
22-Aug-14,48.83,48.98,48.52,48.64,9991932
21-Aug-14,48.86,49.15,48.73,48.87,10197214
20-Aug-14,48.82,48.97,48.60,48.82,10685680
19-Aug-14,49.03,49.04,48.27,48.70,17348706
18-Aug-14,49.05,49.14,48.64,48.78,12682058
15-Aug-14,48.90,49.05,48.50,48.80,16380737
14-Aug-14,49.02,49.02,48.81,49.00,11539256
13-Aug-14,49.00,49.02,48.76,48.92,10898177
12-Aug-14,48.80,48.95,48.56,48.84,12325975
11-Aug-14,48.89,49.04,48.61,48.67,11839202
8-Aug-14,48.73,49.10,48.20,48.70,15404388
7-Aug-14,49.16,49.32,48.45,48.65,12153308
6-Aug-14,49.40,49.45,48.36,49.13,18996610
5-Aug-14,50.15,50.20,49.50,49.66,11567207
4-Aug-14,50.04,50.30,49.64,50.21,11702943
1-Aug-14,50.52,50.52,49.83,49.83,18256602
31-Jul-14,51.26,51.38,50.35,50.42,21258154
30-Jul-14,51.94,52.15,51.42,51.76,12769235
29-Jul-14,53.19,53.66,51.88,51.97,32966125
28-Jul-14,51.26,51.58,51.18,51.58,9601109
25-Jul-14,51.07,51.48,51.07,51.28,11063240
24-Jul-14,50.96,51.45,50.71,51.05,17616157
23-Jul-14,50.98,51.20,50.78,50.91,11912994
22-Jul-14,50.98,51.14,50.41,50.98,15037383
21-Jul-14,50.82,51.00,50.54,50.70,11338524
18-Jul-14,50.62,50.85,50.44,50.75,10131636
17-Jul-14,50.79,50.98,50.24,50.32,11492641
16-Jul-14,50.89,51.02,50.67,50.96,12798832
15-Jul-14,50.57,50.82,50.37,50.71,14250973
14-Jul-14,50.44,50.60,50.15,50.53,13024984
11-Jul-14,49.85,50.43,49.67,50.32,17741199
10-Jul-14,48.59,49.77,48.54,49.64,18425201
9-Jul-14,48.99,49.11,48.72,48.90,14438372
8-Jul-14,49.01,49.07,48.76,48.76,12858230
7-Jul-14,49.61,49.88,49.55,49.75,13939261
3-Jul-14,49.90,49.94,49.35,49.71,8238567
2-Jul-14,49.52,49.73,49.32,49.66,11576149
1-Jul-14,48.88,49.55,48.82,49.37,14298501
30-Jun-14,49.27,49.45,48.81,48.93,16818489
27-Jun-14,49.17,49.34,48.88,49.32,12390063
26-Jun-14,49.41,49.41,48.87,49.21,9332597
25-Jun-14,49.14,49.49,49.11,49.41,11334307
24-Jun-14,49.74,49.79,49.19,49.28,13541703
23-Jun-14,49.36,49.76,49.12,49.73,11860010
20-Jun-14,49.75,49.75,49.20,49.39,18210631
19-Jun-14,49.42,49.77,49.29,49.47,11275702
18-Jun-14,49.01,49.42,48.80,49.42,11917013
17-Jun-14,49.19,49.36,48.95,49.21,11086403
16-Jun-14,49.23,49.42,49.05,49.31,9172249
13-Jun-14,48.93,49.31,48.81,49.18,11121696
12-Jun-14,49.27,49.35,48.75,49.04,11524658
11-Jun-14,49.35,49.57,49.32,49.37,10039657
10-Jun-14,49.45,49.55,49.29,49.52,11034662
9-Jun-14,49.23,49.64,49.23,49.57,10144965
6-Jun-14,49.45,49.48,48.85,49.42,13919645
5-Jun-14,49.21,49.56,49.02,49.28,9855927
4-Jun-14,49.32,49.36,49.07,49.15,12696107
3-Jun-14,49.75,49.82,49.19,49.29,19683688
2-Jun-14,50.02,50.33,49.96,50.05,14365265
30-May-14,49.55,50.00,49.55,49.96,12408314
29-May-14,49.80,49.90,49.49,49.72,10309863
28-May-14,49.49,49.90,49.47,49.74,11587383
27-May-14,49.97,50.01,49.43,49.62,12227972
23-May-14,49.47,49.74,49.38,49.74,12052215
22-May-14,49.30,49.51,49.25,49.45,13753530
21-May-14,48.90,49.36,48.82,49.17,13950131
20-May-14,49.36,49.38,48.62,48.65,14023956
19-May-14,49.13,49.50,49.06,49.15,19062600
16-May-14,48.71,49.30,48.54,49.07,29389728
15-May-14,47.85,48.24,47.84,47.96,13115429
14-May-14,48.00,48.32,47.80,48.01,13875195
13-May-14,48.32,48.34,47.64,47.85,18017013
12-May-14,48.59,48.63,48.02,48.16,13582378
9-May-14,48.36,48.68,48.25,48.48,14518133
8-May-14,48.07,48.63,48.07,48.49,17359756
7-May-14,47.52,48.43,47.45,48.10,23606564
6-May-14,47.36,47.48,47.26,47.47,14031404
5-May-14,47.14,47.43,47.03,47.39,12612715
2-May-14,46.96,47.41,46.81,47.12,18140232
1-May-14,46.63,47.23,46.60,47.22,22787418
30-Apr-14,46.70,46.86,46.60,46.73,16281395
29-Apr-14,46.67,46.90,46.31,46.77,15552173
28-Apr-14,46.22,46.69,46.15,46.60,22320807
25-Apr-14,46.08,46.25,45.85,45.94,24431457
24-Apr-14,47.40,47.49,46.07,46.28,41610870
23-Apr-14,47.30,47.67,46.75,47.43,38239710
22-Apr-14,47.99,48.37,47.75,47.92,20830294
21-Apr-14,47.77,48.00,47.75,47.98,13280841
17-Apr-14,46.87,47.70,46.87,47.60,23242122
16-Apr-14,47.03,47.16,46.70,47.10,18851273
15-Apr-14,47.26,47.31,46.76,46.92,20922980
14-Apr-14,47.26,47.33,46.83,47.27,19034015
11-Apr-14,47.35,47.44,47.02,47.07,25824660
10-Apr-14,47.71,48.46,47.42,47.47,33518266
9-Apr-14,48.17,48.18,47.52,47.98,30318456
8-Apr-14,47.67,48.23,47.52,48.21,36508243
7-Apr-14,47.70,48.32,47.69,48.12,30359546
4-Apr-14,48.26,48.35,47.96,48.04,20776403
3-Apr-14,47.94,48.17,47.61,48.12,19320865
2-Apr-14,47.66,48.18,47.63,47.82,25156001
1-Apr-14,47.54,47.78,47.20,47.75,19712827
31-Mar-14,47.66,47.83,47.50,47.57,20744092
28-Mar-14,47.63,47.93,47.15,47.42,25700265
27-Mar-14,46.98,47.70,46.97,47.69,32560040
26-Mar-14,47.40,47.66,47.01,47.01,24384774
25-Mar-14,47.02,47.36,46.77,47.22,23581834
24-Mar-14,46.81,47.10,46.38,47.01,34926056
21-Mar-14,47.30,47.41,46.70,46.91,38892248
20-Mar-14,46.41,47.25,46.26,47.21,31613427
19-Mar-14,46.63,46.99,46.19,46.36,35065228
18-Mar-14,46.32,46.75,46.20,46.70,26373700
17-Mar-14,46.22,46.52,46.10,46.31,26394937
14-Mar-14,45.84,46.27,45.83,46.08,27874530
13-Mar-14,46.35,46.56,45.96,46.03,35184160
12-Mar-14,46.57,46.61,46.13,46.36,45524204
11-Mar-14,46.73,46.79,46.36,46.70,42641029
10-Mar-14,46.79,47.06,46.50,47.03,32385865
7-Mar-14,47.41,47.43,46.86,47.15,41090539
6-Mar-14,47.46,47.53,47.25,47.46,30899185
