Date,Open,High,Low,Close,Volume
14-Aug-14,99.10,99.28,98.60,99.09,6547528
13-Aug-14,98.82,99.31,98.48,99.09,7649559
12-Aug-14,98.21,98.69,97.82,98.49,9585001
11-Aug-14,99.28,99.42,98.54,98.73,8595196
8-Aug-14,98.81,99.79,98.32,99.74,11206941
7-Aug-14,99.77,99.84,97.63,98.27,10017398
6-Aug-14,98.20,99.65,98.20,98.98,9916916
5-Aug-14,99.48,99.54,97.78,98.20,13071813
4-Aug-14,98.74,100.43,98.31,100.13,12152078
1-Aug-14,98.62,99.55,98.18,98.80,14915613
31-Jul-14,101.98,101.98,98.93,98.94,18297904
30-Jul-14,103.73,104.15,102.57,103.25,11072188
29-Jul-14,104.21,104.76,103.52,103.55,8055421
28-Jul-14,103.29,104.52,102.83,104.37,9197901
25-Jul-14,103.93,103.99,102.96,103.18,7784729
24-Jul-14,104.42,104.72,103.95,104.28,7943024
23-Jul-14,103.64,104.45,103.53,104.25,7017078
22-Jul-14,103.64,104.19,103.50,103.54,7426442
21-Jul-14,102.36,103.19,102.06,103.08,6632386
18-Jul-14,102.69,102.96,101.86,102.73,8208309
17-Jul-14,103.38,103.88,102.29,102.31,8145741
16-Jul-14,102.56,103.79,102.54,103.77,8879502
15-Jul-14,102.53,102.60,101.74,102.39,8760545
14-Jul-14,102.17,103.08,102.16,102.68,8253348
11-Jul-14,102.40,102.50,101.32,101.74,7689643
10-Jul-14,102.88,103.07,102.04,102.57,8533731
9-Jul-14,102.96,103.69,102.81,103.55,7659029
8-Jul-14,102.33,103.23,102.17,102.83,9615023
7-Jul-14,102.33,102.65,102.02,102.65,7980994
3-Jul-14,101.95,103.27,101.68,102.59,6922616
2-Jul-14,101.15,101.64,101.04,101.57,6954442
1-Jul-14,101.15,101.59,100.79,101.36,8404213
30-Jun-14,101.21,101.27,100.52,100.68,9536536
27-Jun-14,101.67,101.79,100.66,101.21,15149918
26-Jun-14,101.94,102.38,100.85,102.03,8424551
25-Jun-14,102.34,102.62,101.53,102.14,10716273
24-Jun-14,104.18,104.47,102.47,102.73,9708408
23-Jun-14,104.11,104.61,103.88,104.38,8553670
20-Jun-14,103.28,104.06,102.94,103.83,17681113
19-Jun-14,102.61,102.84,101.68,102.63,11107691
18-Jun-14,102.57,102.95,102.06,102.73,9575877
17-Jun-14,102.58,102.59,101.45,102.42,9355388
16-Jun-14,102.57,103.25,102.17,102.92,8977642
13-Jun-14,101.93,102.66,101.63,102.65,8241548
12-Jun-14,102.46,102.94,101.57,101.66,11421250
11-Jun-14,101.19,102.33,101.00,101.95,10270318
10-Jun-14,101.48,101.73,101.00,101.46,7917532
9-Jun-14,101.45,101.96,101.19,101.52,6404983
6-Jun-14,100.61,101.63,100.60,101.60,9342474
5-Jun-14,100.10,100.83,99.96,100.55,12296438
4-Jun-14,100.21,100.46,99.96,100.04,7154661
3-Jun-14,99.59,100.69,99.59,100.39,9384234
2-Jun-14,100.53,100.88,99.67,99.94,7762537
30-May-14,100.80,101.15,100.37,100.53,11488959
29-May-14,101.54,101.65,101.02,101.27,6113654
28-May-14,101.23,102.07,101.05,101.06,7587010
27-May-14,101.61,101.90,100.93,101.36,8359739
23-May-14,101.55,101.93,101.27,101.32,5411273
22-May-14,101.81,101.97,101.47,101.50,5304614
21-May-14,100.85,102.22,100.72,102.03,7748049
20-May-14,100.69,101.08,100.45,100.67,6140744
19-May-14,100.42,101.11,100.42,100.87,5851383
16-May-14,100.59,101.00,100.32,100.74,10369477
15-May-14,102.00,102.42,100.33,100.78,13658740
14-May-14,102.36,102.68,102.11,102.29,6999163
13-May-14,102.18,102.71,101.94,102.36,7529135
12-May-14,102.33,102.35,101.52,102.23,8830502
9-May-14,101.71,102.18,101.26,101.95,8948779
8-May-14,103.09,103.29,102.17,102.32,8924353
7-May-14,103.12,103.45,102.79,103.11,11007353
6-May-14,102.60,103.30,102.41,102.67,9669834
5-May-14,101.69,103.13,101.58,102.91,7614576
2-May-14,101.28,102.91,100.98,102.01,11169957
1-May-14,101.96,102.39,101.20,101.41,11161697
30-Apr-14,101.13,102.41,100.71,102.41,13972286
29-Apr-14,101.57,102.57,101.23,101.45,10094588
28-Apr-14,100.72,101.46,100.31,101.17,12710821
25-Apr-14,99.99,100.57,99.93,100.41,10396471
24-Apr-14,100.48,100.60,99.86,100.01,9057792
23-Apr-14,100.59,100.95,100.33,100.50,8691639
22-Apr-14,100.53,100.86,100.22,100.37,8212620
21-Apr-14,100.03,100.93,99.89,100.93,8003529
17-Apr-14,99.69,100.97,99.69,100.42,15439810
16-Apr-14,99.05,100.10,98.97,99.94,12508091
15-Apr-14,97.58,98.70,97.07,98.68,12961766
14-Apr-14,97.49,98.06,96.74,97.86,9610713
11-Apr-14,96.51,97.44,96.28,96.72,13353028
10-Apr-14,96.98,97.78,96.24,96.78,13449913
9-Apr-14,97.75,97.79,96.63,97.33,10464949
8-Apr-14,97.01,97.88,96.75,97.45,10251416
7-Apr-14,97.25,97.53,96.75,96.78,10126378
4-Apr-14,98.30,98.71,97.28,97.36,12496720
3-Apr-14,97.83,98.54,97.56,97.93,10119284
2-Apr-14,97.53,98.06,97.18,97.95,9550978
1-Apr-14,97.65,97.93,97.28,97.73,9476393
31-Mar-14,98.49,98.85,97.32,97.68,12375215
28-Mar-14,96.47,97.97,96.47,97.70,12321804
27-Mar-14,94.61,96.50,94.06,96.24,15427492
26-Mar-14,95.56,95.58,94.41,94.70,11033634
25-Mar-14,95.10,95.82,94.80,94.91,9799558
24-Mar-14,94.76,95.10,94.48,94.64,9539768
21-Mar-14,95.10,95.99,94.31,94.31,24482606
20-Mar-14,93.44,94.74,93.01,94.58,10405003
19-Mar-14,94.65,95.30,93.13,93.73,9914653
18-Mar-14,94.41,95.25,94.07,94.71,8757308
17-Mar-14,93.95,94.53,93.75,94.32,8676159
14-Mar-14,93.58,94.22,93.29,93.47,11731826
13-Mar-14,94.44,94.57,93.33,93.64,9872689
12-Mar-14,93.64,94.47,93.55,94.21,9705872
11-Mar-14,95.36,95.59,93.52,94.01,12144602
10-Mar-14,95.15,95.55,94.66,95.50,9967356
7-Mar-14,94.37,95.06,93.99,94.99,12660051
6-Mar-14,93.67,93.94,93.27,93.76,12612051
5-Mar-14,95.20,95.29,93.40,93.80,19836928
4-Mar-14,96.59,96.86,95.87,96.52,12566341
3-Mar-14,95.76,96.54,94.83,95.50,11897227
28-Feb-14,95.96,96.83,95.78,96.27,12652612
27-Feb-14,95.58,96.05,95.16,95.84,9101165
26-Feb-14,96.56,96.86,95.53,95.79,9088471
25-Feb-14,96.54,96.97,95.96,96.31,10664330
24-Feb-14,95.61,97.25,95.41,96.44,16034244
21-Feb-14,95.48,95.58,94.94,95.03,11286050
20-Feb-14,93.85,95.77,93.75,95.37,14425193
19-Feb-14,93.80,95.29,93.80,93.95,12228854
18-Feb-14,94.07,94.72,93.36,94.07,12981890
14-Feb-14,91.81,94.43,91.60,94.11,18335517
13-Feb-14,90.59,91.65,90.40,91.43,9776453
12-Feb-14,91.01,91.86,90.64,91.08,10753088
11-Feb-14,89.56,91.00,89.40,90.84,13426576
10-Feb-14,90.45,90.53,89.36,89.52,12241464
7-Feb-14,90.12,90.63,89.75,90.58,12632454
6-Feb-14,89.51,90.18,89.25,89.80,13650204
5-Feb-14,90.30,90.61,89.38,89.58,16395819
4-Feb-14,90.37,90.64,89.39,90.02,17703260
